10776;49.042357;12.102053;365.4
10777;48.948139;11.428914;536
10782;49.390904;12.683828;498.8
10788;48.827541;12.559776;350
10791;49.113037;13.134204;1436
10796;49.028043;13.238493;615
10803;48.023276;7.834441;236.3
10805;48.364697;7.828016;155
10815;48.453728;8.409057;796.5
10818;48.105371;8.754878;973.4
10827;48.187513;8.993829;920
10836;48.665709;9.864648;733.8
10837;48.217625;9.909652;539
10840;48.441772;9.92161;592.6
10850;48.791799;10.706226;501.9
10852;48.425393;10.942011;461.4
10853;48.709746;11.209617;380
10856;48.184905;10.850732;550
10857;48.077199;10.914394;621
10860;48.711152;11.536237;364
10863;48.402499;11.694555;477.1
10865;48.163142;11.542922;515.2
10868;48.244636;11.552548;484
10869;48.319171;11.944008;459.9
10870;48.347656;11.813275;445.5
10872;48.659626;12.538767;350.4
10873;48.1747;12.10177;630.27
10875;48.279069;12.502379;405.6
10895;48.545146;13.353054;476.4
10908;47.874893;8.003817;1489.6
10929;47.677419;9.190052;442.5
10945;47.795509;10.032433;671.7
10946;47.723259;10.334797;705.2
10948;47.398578;10.275988;806
10954;47.834167;10.866723;756
10961;47.420868;10.984724;2964
10962;47.800864;11.010754;977
10963;47.48305;11.062293;719
10982;47.884339;12.540379;551.2
